model,checkpoint_path,checkpoint_step,benchmark,pair_scope,target,probability,matching_fields,differing_fields,left_index,right_index,left_givenname,right_givenname,left_surname,right_surname,left_suburb,right_suburb,left_postcode,right_postcode,left_fullname,right_fullname,left_email,right_email,left_phone,right_phone,left_addr,right_addr,left_dob,right_dob,left_census_year,right_census_year,left_full_name,right_full_name,left_first_name,right_first_name,left_middle_name,right_middle_name,left_patronym,right_patronym,left_birthyear,right_birthyear,left_sex,right_sex,left_status,right_status,left_marriagestatus,right_marriagestatus,left_farm,right_farm,left_county,right_county,left_parish,right_parish,left_district,right_district,left_title,right_title,left_authors,right_authors,left_venue,right_venue,left_year,right_year,left_name,right_name,left_city,right_city,left_type,right_type,left_brand,right_brand,left_modelno,right_modelno,left_category,right_category,left_price,right_price,left_description,right_description,left_manufacturer,right_manufacturer,left_price_text,right_price_text,left_price_numeric,right_price_numeric
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.99998856,0,"title, brand, modelno, category, price, description",339,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIZIO 55  Class LCD 1080p 240Hz HDTV XVT553SV Refurbished,Elite Screens CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,,,,,,,,,,,,,Vizio,Elite Screens,XVT553SV,PVR135H1,Television,Electronics - General,999,1069,55  diagonal screen size HDMI Inputs 5 Not wall mountable Built-in 802.11n wireless Vizio s XVT553SV 55  HDTV. Contact your local cable or satellite TV provider for details on how to upgrade. VIZIO 55  screen measured diagonally from corner to corner Built-in digital tuner Watch digital broadcasts including HDTV programs where available High brightness of 500cd m2 with 5 ms response time Place your TV anywhere 10 000 000 1 dynamic contrast ratio HDMI Inputs 5 Enjoy a superior HD experience with HDMI one cable solution Built-in 802.11n wireless Connect to the Internet and stream video,Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels. Features -Standard Ultra-Wide 3.5 Black Velvet Trim Frame. -Screen Material Elite Screens CineGray. -Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot. -Wall installation only. -Flat tension screen surface- -Black backed material eliminates light penetration. -Available in CineGrey 1.0 gain gray . -Easy to assemble and install in minutes. -Sliding wall mounts to ensure the installation is properly centered. -Wide projection angle. -Sizes available from 84 to 200 . -Split frame design for added protection during shipment and storage. Specifications -16 9 format. -135 diagonal. -Screen Gain 1.0. -Overall Dimensions 73 H x 124 W x 1.5 D. -3-year parts and labor manufacturer warranty. Brochure ELI1052 Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels.   Features Standard Ultra-Wide 3.5 Black Velvet Trim Frame Screen Material Elite Screens CineGray Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot Wall installation only Flat tension screen surface  Black backed material eliminates light penetration Available in CineGrey 1.0 gain gray Easy to assemble and install in minutes Sliding wall mounts to ensure the installation is properly centered Wide projection angle Sizes available from 84 to 200 Split frame design for added protection during shipment and storage  Specifications 16 9 format 135 diagonal Screen Gain 1.0 Overall Dimensions 73 H x 124 W x 1.5 D 3-year parts and labor manufacturer warranty,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.99998844,2,"title, modelno, price, description",304,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Da-Lite Da-Glas Standard Rear Projection Screen 72 x 96 Video Format,Da-Lite High Power Advantage Manual with CSR - HDTV Format 133 diagonal,,,,,,,,,,,,,Da-Lite,Da-Lite,27639,85742,Electronics - General,Electronics - General,4448.99,1267.99,A Da-Lite Polacoat rear projection screen consists of a specially formulated optical coating designed to provide the highest resolution and most accurate color fidelity. This coating is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Standard Frame Features -Impressive architectural design adds sophistication to any installation -1 x 1-3 4 rectangular tube base -Dovetail frame eliminates light leakage -For screen panels 1 4 and 3 8 thick -Black anodized finish -Frame insert size equals screen viewing area plus 4 DL8256A Da-Lite Polacoat rear projection screen consists of a specially formulated optical coating designed to provide the highest resolution and most accurate color fidelity. This coating is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off.  Standard Frame Features Impressive architectural design adds sophistication to any installation 1 x 1-3 4 rectangular tube base Dovetail frame eliminates light leakage For screen panels 1 4 and 3 8 thick Black anodized finish Frame insert size equals screen viewing area plus 4,Features -Ceiling recessed manually operated screen..-Developed with the installation process in mind the Advantage  Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction..-A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen..-Finished case edges provide a clean look and comfortable build-in of ceiling tiles..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation..-Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4 DL6124 Features Ceiling recessed manually operated screen. Developed with the installation process in mind the Advantage Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction. A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen. Finished case edges provide a clean look and comfortable build-in of ceiling tiles. The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions. Pull cord included.    Screen Material High Power  A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30 Gain 2.4,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.99998844,0,"title, brand, modelno, category, price, description",339,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIZIO 55  Class LCD 1080p 240Hz HDTV XVT553SV Refurbished,42LV5500 42 Class 1080P 120Hz LED TV with SmartTV,,,,,,,,,,,,,Vizio,LG,XVT553SV,,Television,TVs,999,1029.99,55  diagonal screen size HDMI Inputs 5 Not wall mountable Built-in 802.11n wireless Vizio s XVT553SV 55  HDTV. Contact your local cable or satellite TV provider for details on how to upgrade. VIZIO 55  screen measured diagonally from corner to corner Built-in digital tuner Watch digital broadcasts including HDTV programs where available High brightness of 500cd m2 with 5 ms response time Place your TV anywhere 10 000 000 1 dynamic contrast ratio HDMI Inputs 5 Enjoy a superior HD experience with HDMI one cable solution Built-in 802.11n wireless Connect to the Internet and stream video,LG Smart TV LED Backlighting TruMotion 120Hz Wi-Fi Ready Adapter Included Magic Motion Remote Included Full HD 1080p Resolution DLNA Certified ENERGY STAR Qualified Picture Wizard II Intelligent Sensor Smart Energy Saving ISFccc Ready The LV5500 delivers LED picture quality that along with a whole lot more You can tap directly into instant entertainment with Smart TV and with TruMotion 120Hz refresh rate sports and faction movies never looked better,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.99998844,2,"title, modelno, price, description",349,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Da-Lite Matte White Concord Designer Manual Screen - 70 x 70 AV Format,Da-Lite High Power Advantage Manual with CSR - HDTV Format 133 diagonal,,,,,,,,,,,,,Da-Lite,Da-Lite,76454,85742,Electronics - General,Electronics - General,923.99,1267.99,Features -Great for any room especially boardrooms where aesthetics are important..-Mounts either to wall or ceiling. Patented in-the-roller motor mounting system for quiet operation..-Standard with a Decora style three position wall switch..-Available with a silent motor option.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0 DL6714 Features Great for any room especially boardrooms where aesthetics are important. Mounts either to wall or ceiling. Patented in-the-roller motor mounting system for quiet operation. Standard with a Decora style three position wall switch. Available with a silent motor option.    Screen Material Matte White  One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60 Gain 1.0,Features -Ceiling recessed manually operated screen..-Developed with the installation process in mind the Advantage  Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction..-A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen..-Finished case edges provide a clean look and comfortable build-in of ceiling tiles..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation..-Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4 DL6124 Features Ceiling recessed manually operated screen. Developed with the installation process in mind the Advantage Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction. A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen. Finished case edges provide a clean look and comfortable build-in of ceiling tiles. The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions. Pull cord included.    Screen Material High Power  A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30 Gain 2.4,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.99998844,1,"title, brand, category, price, description",452,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42LV5500 42 Class 1080P 120Hz LED TV with SmartTV,CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,,,,,,,,,,,,,LG,Elite,,,TVs,Projection Screens,1029.99,1069.00,LG Smart TV LED Backlighting TruMotion 120Hz Wi-Fi Ready Adapter Included Magic Motion Remote Included Full HD 1080p Resolution DLNA Certified ENERGY STAR Qualified Picture Wizard II Intelligent Sensor Smart Energy Saving ISFccc Ready The LV5500 delivers LED picture quality that along with a whole lot more You can tap directly into instant entertainment with Smart TV and with TruMotion 120Hz refresh rate sports and faction movies never looked better,PVR135H1 Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels. Features -Standard Ultra-Wide 3.5 Black Velvet Trim Frame. -Screen Material Elite Screens CineGray. -Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot. -Wall installation only. -Flat tension screen surface- -Black backed material eliminates light penetration. -Available in CineGrey 1.0 gain gray . -Easy to assemble and install in minutes. -Sliding wall mounts to ensure the installation is properly centered. -Wide projection angle. -Sizes available from 84 to 200 . -Split frame design for added protection during shipment and storage. Specifications -16 9 format. -135 diagonal. -Screen Gain 1.0. -Overall Dimensions 73 H x 124 W x 1.5 D. -3-year parts and labor manufacturer warranty. Brochure,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.9999883,1,"title, brand, modelno, price, description",854,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elite Screens CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,Da-Lite High Power Advantage Manual with CSR - HDTV Format 133 diagonal,,,,,,,,,,,,,Elite Screens,Da-Lite,PVR135H1,85742,Electronics - General,Electronics - General,1069,1267.99,Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels. Features -Standard Ultra-Wide 3.5 Black Velvet Trim Frame. -Screen Material Elite Screens CineGray. -Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot. -Wall installation only. -Flat tension screen surface- -Black backed material eliminates light penetration. -Available in CineGrey 1.0 gain gray . -Easy to assemble and install in minutes. -Sliding wall mounts to ensure the installation is properly centered. -Wide projection angle. -Sizes available from 84 to 200 . -Split frame design for added protection during shipment and storage. Specifications -16 9 format. -135 diagonal. -Screen Gain 1.0. -Overall Dimensions 73 H x 124 W x 1.5 D. -3-year parts and labor manufacturer warranty. Brochure ELI1052 Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels.   Features Standard Ultra-Wide 3.5 Black Velvet Trim Frame Screen Material Elite Screens CineGray Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot Wall installation only Flat tension screen surface  Black backed material eliminates light penetration Available in CineGrey 1.0 gain gray Easy to assemble and install in minutes Sliding wall mounts to ensure the installation is properly centered Wide projection angle Sizes available from 84 to 200 Split frame design for added protection during shipment and storage  Specifications 16 9 format 135 diagonal Screen Gain 1.0 Overall Dimensions 73 H x 124 W x 1.5 D 3-year parts and labor manufacturer warranty,Features -Ceiling recessed manually operated screen..-Developed with the installation process in mind the Advantage  Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction..-A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen..-Finished case edges provide a clean look and comfortable build-in of ceiling tiles..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation..-Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4 DL6124 Features Ceiling recessed manually operated screen. Developed with the installation process in mind the Advantage Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction. A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen. Finished case edges provide a clean look and comfortable build-in of ceiling tiles. The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions. Pull cord included.    Screen Material High Power  A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30 Gain 2.4,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.9999882,0,"title, brand, modelno, category, price, description",349,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Da-Lite Matte White Concord Designer Manual Screen - 70 x 70 AV Format,Swann Alpha D5 - AIO 19  H.264 4 Channel Security Camera DVR,,,,,,,,,,,,,Da-Lite,Swann,76454,SWA49-D5,Electronics - General,Computers,923.99,749.54,Features -Great for any room especially boardrooms where aesthetics are important..-Mounts either to wall or ceiling. Patented in-the-roller motor mounting system for quiet operation..-Standard with a Decora style three position wall switch..-Available with a silent motor option.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0 DL6714 Features Great for any room especially boardrooms where aesthetics are important. Mounts either to wall or ceiling. Patented in-the-roller motor mounting system for quiet operation. Standard with a Decora style three position wall switch. Available with a silent motor option.    Screen Material Matte White  One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60 Gain 1.0,In this day and age you can never be too safe or too prepared. The good news is that it has never been easier or more convenient to protect your business your home and your family with a comprehensive security solution.With the D05 19  LCD All-in-One DVR Security System from Swann s Alpha Series. It all adds up to one of the most comprehensive and convenient security solutions around. Includes 4 channel DVR   LCD monitor  Remote web viewing capabilities let you keep an eye out even when you re away  Add up to 4 cameras at once for a total comprehensive security solution  Split screen viewing capabilities let you keep an eye on multiple locations at once  Plug and play technology with highly-intuitive menus and simple point-and-click mouse controls  Easily connects to your PC for additional viewing capabilities  Cutting-edge H.264 recording technology provides crystal-clear image quality  Lets you   by recording continuously from 4 cameras for over 60 days  USB connection makes it easy to back up video to a flash drive memory stick  Professional security solution for home or business at a fraction of the price with no ongoing monthly fees Video Video Format NTSC Video Inputs 4 Composite BNC Inputs Video Outputs N A Display Resolution NTSC 720 x 480Display Frame Rate NTSC 120fps Audio Audio Input 1 CH Audio Output N A Speaker Yes  Recording Compression Format H.264 Recording Resolution NTSC 720 x 480 D1 352 x 240 CIF Global Recording Frame Rate NTSC 120fps CIF 30fps D1 Recording Modes Manual Timer Motion Remote Multiplex Operation Pentaplex HDD Interface Memory Type SATA Hard Drive Support Up to 1TB  Network LAN Connection Yes Network Interface RJ45 Network Protocol TCP IP DHCP and DDNS Remote Operation Yes  General Mouse Support No Back-up Method USB 2.0 Flash Drive Network Remote Control Yes Remote Control Battery Type x Qty AAA x 2 Operating Power DC 19V Dimensions 17.4 442mm x 195mm x 380mm Weight 12.2lbs 5.5kg Display Display Size 19  Aspect Ratio 16 10 Contrast Ratio 1000 1 Brightness 300cd m Response Time 5ms Inputs 1,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,walmart_amazon,cross_source,False,0.9999882,1,"title, brand, category, price, description",387,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New-1500VA UPS SYSTEM SMARTONLINE RACK - SU1500RTXL2UA,CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,,,,,,,,,,,,,Tripp Lite,Elite,,,Power Supplies,Projection Screens,762.60,1069.00,T R I P P   L I T E   S U 1 5 0 0 R T X L 2 U A   6 - O U T L E T   U P S   S M A R T   O N L I N E   R A C K T O W E R 1 5 0 0 V A 1 2 0 0 W Tripp Lite SmartOnline SU1500RTXL2Ua 1500VA Tower Rack-mountable UPS - 1500VA 1200W - 5 Minute Full Load - 6 x NEMA 5-15R,PVR135H1 Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels. Features -Standard Ultra-Wide 3.5 Black Velvet Trim Frame. -Screen Material Elite Screens CineGray. -Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot. -Wall installation only. -Flat tension screen surface- -Black backed material eliminates light penetration. -Available in CineGrey 1.0 gain gray . -Easy to assemble and install in minutes. -Sliding wall mounts to ensure the installation is properly centered. -Wide projection angle. -Sizes available from 84 to 200 . -Split frame design for added protection during shipment and storage. Specifications -16 9 format. -135 diagonal. -Screen Gain 1.0. -Overall Dimensions 73 H x 124 W x 1.5 D. -3-year parts and labor manufacturer warranty. Brochure,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.9999901,2,"title, price",756,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broderbund mavis beacon teaches typing deluxe17,broderbund mavis beacon teaches typing standard17,,,,,,,,,,,,,,,,,,,36.99,22.99,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.99998987,3,title,14,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fogware hyb space dvd,fogware hyb places dvd,,,,,,,,,,,,,,,,,,,21.99,21.99,macintosh: dvd drive sound card & system no installation required windows: win 2000 xp with minimum memory of 128 megbytes dvd drive sound card & system no installation required,macintosh: dvd drive sound card & system no installation required windows: win 2000 xp with minimum memory of 128 megbytes dvd drive sound card & system no installation required,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.99998975,1,"title, description, price",755,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mavis beacon teaches typing deluxe v17,mavis beacon teaches typing 17 standard,,,,,,,,,,,,,,,,,,,39.99,19.99,mavis beacon teaches typing 17 deluxe brings back the classic typing tutorial. let mavis beacon monitor your typing skills as you complete the wide range of lessons and exercises included here. the software monitors your progress flagging your weak spots and offering challenging lessons to help you improve your keyboard skills. download lessons to your palm pilot for easy portable practice sessions straighten up your keyboarding skills -- correct your posture and physical alignment with ergonomic evaluation videos includes bonus software - perfect and update your résumé with the print shop resume pro for pc,for the past 12 years in a row mavis beacon teaches typing has been the best-selling typing tutorial on the market and has garnered over 15 prestigious awards including the teacher's choice and parent's choice awards. with the mavis beacon teaches typing 17 that tradition is certain to continue with several new and advanced performance-based programs that adjust to your skill level and provide instant feedback on every exercise. polish your typing skills to finish work faster and put yourself on the path to maximum productivity and higher salaries. view larger. exercise your typing fingers with more than 188 practice lessons and 91 custom lessons. view larger. with the information technology economy expanding with no end in sight keeping up with your typing skills is more important than ever. knowing how to type fast and accurately is not a job for just secretaries and data entry personnel any more; writers web developers and professionals in all fields can improve their income potential and value by optimizing their typing speed and accuracy. mavis beacon teaches typing 17 helps you to exercise your typing fingers with more than 188 practice lessons and 91 custom lessons. a truly interactive program mavis beacon teaches typing 17 analyzes your typing patterns and helps you to eliminate bad habits. and to customize your learning experience the software lets you choose the user profile that best suits your abilities including a special kids and teens profile. to help keep young typists motivated the program has 10 arcade-style games that make practicing fun. and now that text messaging has become a staple of modern life typing is no longer limited to the qwerty keyboard! mavis beacon offers practice in both text messaging including the use of truly gr8 shortcuts that will increase your messaging sklz and make you extremely :>). the software also has exercises designed to improve your html coding. an enhanced user interface is compatible with wide screen laptops and leaves your desktop more accessible even while the program is running. and to make typing as fun as possible you can even jazz up your lessons by importing your own mp3 files to listen to while you practice.,encore software,encore software,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.9999896,1,"title, description, price",287,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encore software 11250 - brain food games: cranium collection 2006 - win 98 me 2000 xp,encore software 11253 - brain food games: cranium collection 2006 sb cs by encore,,,,,,,,,,,,,,,,,,,18.97,17.97,encore software 11250 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,encore software 11253 : brain food games: cranium collection 2006 sb cs by encore - 11253,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.9999896,1,"title, description, price",506,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encore software 11253 - brain food games: cranium collection 2006 sb cs by encore,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,,,,,,,,,,,,,,,,,,,17.97,18.97,encore software 11253 : brain food games: cranium collection 2006 sb cs by encore - 11253,encore software 11252 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,,,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.9999895,2,"description, price",22,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hoyle card games 2007,hoyle card games 2007,,,,,,,,,,,,,,,,,,,19.99,29.99,with over 75 card games from classic games like cribbage to new favorites like online texas holdâem hoyle card games has something for everyone. featuring solitaire plus the official hoyle rulebook with an additional bonus of 16 black jack games. shuffle the deck and deal yourself some fun!,step up to the best deal in town and test your skill. shuffle the cards and deal yourself in to the greatest card games of all time. hoyle® drops you right into the action with over 75 classic games official rules tips and strategies. from classic games like cribbage to new favorites like online texas hold'em hoyle® card games has something for everyone. all games are based on the official rules from hoyle® the authority for over 200 years create your own character with face creator customizing everything from facial features to clothes interactive computer opponents with multiple skill levels to challenge everybody play together on the same computer and challenge your friends and family for bragging rights or play solo with 45 different solitaire games included. over 75 card games including: texas hold'em hearts bridge crazy eights gin rummy omaha hold'em pinochle rummy 500 and much more! bonus: 16 black jack games,encore software,encore software,,,,
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,False,0.9999894,2,"title, price",676,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adobe acrobat v8.0 professional for mac,adobe acrobat v8.0 professional for mac academic,,,,,,,,,,,,,,,,,,,405.99,159.99,system requirements powerpc or intel core duo processor mac os x v10.4.3 256mb ram (512mb recommended) 1gb free hard-disk space 1024 x 768 display resolution dvd-rom drive,system requirements powerpc or intel core duo processor mac os x v10.4.3 256mb ram (512mb recommended) 1gb free hard-disk space 1024 x 768 display resolution dvd-rom drive,,,,,,
